,id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,end_latlng,external_id
670,2601319281,Afternoon Run,2019-08-08T13:24:50Z,Run,7418.8,2186,2604,78.0,"[-25.751453, 28.244804]",garmin_push_3928767502
671,2594689713,Morning Run,2019-08-06T07:24:14Z,Run,4542.0,1378,1378,32.9,"[-25.751462, 28.244937]",garmin_push_3920804066
672,2583579276,Lunch Run,2019-08-02T11:09:30Z,Run,3500.0,1030,1030,0,[],
673,2578749292,Afternoon Run,2019-07-31T16:53:01Z,Run,5245.2,1618,1628,47.7,"[-25.751457, 28.244957]",garmin_push_3901632196
674,2576300083,Afternoon Run,2019-07-30T17:27:44Z,Run,3590.8,875,875,39.4,"[-25.761065, 28.254023]",garmin_push_3898688917
675,2569694427,Lunch Run,2019-07-28T12:44:12Z,Run,3747.1,1194,2017,32.0,"[-25.751494, 28.244856]",garmin_push_3890605152
676,2559367887,Afternoon Run,2019-07-24T16:00:00Z,Run,5198.9,1636,1636,51.0,"[-25.751448, 28.244799]",garmin_push_3878107633
677,2540094172,Afternoon Run,2019-07-17T16:07:54Z,Run,11004.5,3505,3534,104.9,"[-25.751454, 28.244702]",garmin_push_3854699481
678,2534250997,Afternoon Run,2019-07-15T16:46:36Z,Run,4415.5,1268,1271,30.3,"[-25.751511, 28.244787]",garmin_push_3847737353
679,2527482766,Morning Run,2019-07-13T09:18:05Z,Run,8264.6,2462,2569,89.0,"[-26.133336, 28.014731]",garmin_push_3839622234
680,2523178959,Afternoon Run,2019-07-11T15:05:08Z,Run,5862.2,1793,1869,93.2,"[-26.043719, 27.971272]",garmin_push_3834478567
681,2516633264,Morning Run,2019-07-09T09:05:19Z,Run,3725.3,1048,1048,71.1,"[-26.043485, 27.969773]",garmin_push_3826786491
682,2514724945,Afternoon Run,2019-07-08T16:14:32Z,Run,5097.0,1612,1615,81.8,"[-26.043483, 27.96974]",garmin_push_3824630457
683,2511423795,Lunch Run,2019-07-07T12:37:05Z,Run,4025.3,1278,1285,79.8,"[-26.043407, 27.970042]",garmin_push_3820724549
684,2454457093,Lunch Run,2019-06-16T12:23:04Z,Run,10503.7,3216,3216,141.4,"[-26.103121, 27.96307]",garmin_push_3752782172
685,2448642880,Morning Run,2019-06-14T08:39:53Z,Run,10522.4,3262,3279,151.2,"[-26.102953, 27.963076]",garmin_push_3745822032
686,2441329824,Afternoon Run,2019-06-11T13:21:49Z,Run,5128.5,1579,1666,47.2,"[-25.751525, 28.244968]",garmin_push_3736952999
687,2439250504,Afternoon Run,2019-06-10T16:25:02Z,Run,5016.1,1368,1443,46.6,"[-25.751451, 28.244475]",garmin_push_3734388504
688,2432298373,Morning Run,2019-06-08T06:52:13Z,Run,21631.1,7189,7508,215.6,"[-25.751412, 28.244909]",garmin_push_3726044264
689,2425722034,Afternoon Run,2019-06-05T16:18:29Z,Run,7380.1,2261,2261,61.1,"[-25.751468, 28.244841]",garmin_push_3718160770
690,2422101329,Morning Run,2019-06-04T09:04:17Z,Run,4799.4,1522,1527,37.6,"[-25.751823, 28.240949]",garmin_push_3713744622
691,2416328689,Morning Run,2019-06-02T07:45:06Z,Run,17436.3,5587,5807,186.1,"[-25.751405, 28.244758]",garmin_push_3706842634
692,2409105970,Afternoon Run,2019-05-30T15:09:36Z,Run,6120.5,1913,1913,57.4,"[-25.751352, 28.244889]",garmin_push_3698192204
693,2406602635,Afternoon Run,2019-05-29T16:18:21Z,Run,10627.6,3087,3176,108.8,"[-25.751513, 28.244772]",garmin_push_3695167512
694,2397743897,Morning Run,2019-05-26T08:35:43Z,Run,10200.4,3050,3186,109.0,"[-25.751388, 28.244623]",garmin_push_3684513532
695,2390878308,Afternoon Run,2019-05-23T16:07:18Z,Run,9407.1,2861,2889,90.5,"[-25.751437, 28.244634]",garmin_push_3676323737
696,2377644635,Afternoon Run,2019-05-18T16:05:20Z,Run,13399.7,4247,4738,141.7,"[-25.751448, 28.24482]",garmin_push_3660675407
697,2369730985,Afternoon Run,2019-05-15T16:00:09Z,Run,6697.2,2037,2045,63.2,"[-25.75141, 28.244651]",garmin_push_3651246630
698,2364367614,Afternoon Run,2019-05-13T16:19:24Z,Run,10285.0,3120,3203,94.2,"[-25.751721, 28.24508]",garmin_push_3645010083
699,2357696167,Park Run,2019-05-11T07:53:05Z,Run,5005.0,1372,1441,51.6,"[-26.058924, 28.048233]",garmin_push_3637178105
700,2353400950,Morning Run,2019-05-09T10:07:34Z,Run,10499.4,3424,3625,193.7,"[-26.103185, 27.963239]",garmin_push_3631958292
701,2351614115,Afternoon Run,2019-05-08T15:38:13Z,Run,9202.5,2882,2885,169.5,"[-26.103176, 27.96338]",garmin_push_3629824127
702,2346704344,Afternoon Run,2019-05-06T17:10:59Z,Run,6704.3,2010,2010,63.8,"[-25.751529, 28.245004]",garmin_push_3623853579
703,2344233384,Afternoon Run,2019-05-05T16:33:02Z,Run,5096.2,1567,1567,45.1,"[-25.75148, 28.244765]",garmin_push_3620826007
704,2328220067,Afternoon Run,2019-04-29T16:56:08Z,Run,5478.9,1580,1590,49.7,"[-25.751476, 28.244834]",garmin_push_3601793430
705,2312816536,Afternoon Run,2019-04-23T16:57:12Z,Run,3710.4,1040,1056,28.3,"[-25.751452, 28.244961]",garmin_push_3583458492
706,2310337648,Afternoon Run,2019-04-22T16:30:32Z,Run,6100.6,1812,1845,46.3,"[-25.75144, 28.244647]",garmin_push_3580450368
707,2299585951,Afternoon Run,2019-04-18T16:58:33Z,Run,10003.6,3073,3179,99.4,"[-25.751506, 28.2447]",garmin_push_3567600421
708,2294367449,Afternoon Run,2019-04-16T17:34:16Z,Run,5478.6,1573,1575,48.2,"[-25.751462, 28.244951]",garmin_push_3561373645
709,2291933394,Afternoon Run,2019-04-15T17:37:25Z,Run,3034.7,819,822,28.8,"[-25.751448, 28.244607]",garmin_push_3558371906
710,2282128329,Afternoon Run,2019-04-11T16:58:11Z,Run,10116.6,3202,3325,97.7,"[-25.751458, 28.244638]",garmin_push_3546502413
711,2276148229,Morning Run,2019-04-09T06:50:41Z,Run,5175.7,1662,1662,55.7,"[-25.751481, 28.244875]",garmin_push_3539210821
712,2263723967,Morning Run,2019-04-04T07:01:19Z,Run,5231.9,1628,1631,49.8,"[-25.751584, 28.244809]",garmin_push_3523922198
713,2258819985,Morning Run,2019-04-02T06:39:09Z,Run,4168.5,1339,1343,28.6,"[-25.751452, 28.244857]",garmin_push_3517874104
714,2256510763,Morning Run,2019-04-01T07:02:37Z,Run,3187.4,1030,1033,25.1,"[-25.75146, 28.244838]",garmin_push_3514989042
715,2242227090,Afternoon Run,2019-03-26T17:41:32Z,Run,5216.2,1727,1846,76.9,"[-26.103134, 27.963475]",garmin_push_3497711098
716,2242226815,Afternoon Run,2019-03-25T17:33:24Z,Run,2444.0,864,1151,41.0,"[-26.115114, 27.96544]",garmin_push_3497710752
717,2159385915,Morning Run,2019-02-19T07:31:15Z,Run,5145.3,1506,1513,42.9,"[-25.751452, 28.244895]",garmin_push_3396033659
718,2150427257,Afternoon Run,2019-02-15T13:38:18Z,Run,6465.1,1828,1886,51.8,"[-25.751425, 28.24465]",garmin_push_3384790401
719,2150426738,Afternoon Run,2019-02-15T13:11:47Z,Run,4003.2,1203,1203,35.0,"[-25.756225, 28.245772]",garmin_push_3384789869
720,2140330849,Morning Run,2019-02-12T06:28:22Z,Run,7428.5,2321,2498,66.8,"[-25.751429, 28.24468]",garmin_push_3376020074
721,2129623361,Morning Run,2019-02-07T08:28:24Z,Run,7135.8,2187,2288,56.5,"[-25.751469, 28.244806]",garmin_push_3362778954
722,2125040068,Morning Run,2019-02-05T06:56:43Z,Run,5693.4,1714,1750,42.0,"[-25.751415, 28.244858]",garmin_push_3357062258
723,2125038013,Afternoon Run,2019-02-01T14:19:02Z,Run,3589.4,1004,1958,30.0,"[-25.751524, 28.245016]",garmin_push_3357062083
724,2125037958,Morning Run,2019-01-28T07:58:34Z,Run,3407.2,1031,1074,40.8,"[-26.100775, 27.96801]",garmin_push_3357061955
725,2107300503,Afternoon Run,2019-01-27T17:55:29Z,Run,6361.2,1830,1830,99.7,"[-26.103073, 27.962927]",garmin_push_3335032980
726,2100348809,Afternoon Run,2019-01-24T17:09:25Z,Run,4557.1,1331,1448,57.6,"[-25.342558, 27.086028]",garmin_push_3326654301
727,2098420516,Evening Run,2019-01-23T18:03:35Z,Run,9004.6,2864,2993,154.2,"[-25.342571, 27.086188]",garmin_push_3324290475
728,2095245967,Morning Run,2019-01-22T06:32:27Z,Run,10009.5,3173,4132,178.5,"[-25.342551, 27.086364]",garmin_push_3320329987
729,2090556442,Morning Ride,2019-01-20T06:07:13Z,Ride,25049.3,4365,4537,212.9,"[-26.025104, 27.837593]",garmin_push_3314641737
730,2085065765,Afternoon Run,2019-01-17T15:54:41Z,Run,13702.9,4656,5007,277.2,"[-26.051344, 28.008236]",garmin_push_3307915762
731,2080601623,Evening Run,2019-01-15T18:22:40Z,Run,7105.4,2194,2409,111.8,"[-26.087334, 27.955449]",garmin_push_3302475924
732,2078469832,Afternoon Run,2019-01-14T15:53:14Z,Run,3581.3,1002,1015,72.7,"[-26.050883, 28.008495]",garmin_push_3299903645
733,2072387169,Morning Run,2019-01-12T07:59:48Z,Run,5036.7,1462,1462,117.7,"[-26.069186, 27.952823]",garmin_push_3292546155
734,2072387079,Morning Run,2019-01-11T05:57:44Z,Run,5455.5,1628,2330,49.6,"[-26.081661, 28.027779]",garmin_push_3292545974
735,2072386956,Afternoon Run,2019-01-09T15:34:44Z,Run,3591.4,1131,1359,63.9,"[-26.087092, 28.012594]",garmin_push_3292545685
736,2056245573,Morning Run,2019-01-05T06:24:00Z,Run,15232.5,4983,5174,293.0,"[-26.191565, 28.029879]",garmin_push_3273043251
737,2056245379,Lunch Run,2019-01-04T11:34:14Z,Run,2078.8,587,621,16.2,"[-26.103036, 27.962928]",garmin_push_3273043041
738,2051941196,Morning Run,2019-01-03T06:04:31Z,Run,10101.4,3306,3773,181.6,"[-26.091072, 27.947829]",garmin_push_3267789862
739,2051941059,Afternoon Run,2019-01-02T16:29:22Z,Run,1197.4,326,923,34.6,"[-26.090975, 27.948051]",garmin_push_3267789674
740,2049746898,Morning Run,2019-01-02T07:18:23Z,Run,5638.2,1752,1853,96.9,"[-26.091089, 27.947792]",garmin_push_3265079153
741,2049723301,Morning Run,2018-12-30T06:43:57Z,Run,4173.3,1329,2082,57.1,"[-25.760294, 29.319125]",garmin_push_3265045584
742,2049723215,Morning Run,2018-12-29T06:38:15Z,Run,4181.1,1563,2047,61.6,"[-25.760345, 29.319128]",garmin_push_3265045477
743,2049723154,Morning Run,2018-12-28T06:38:45Z,Run,7011.9,2291,2662,145.4,"[-25.760207, 29.318751]",garmin_push_3265045388
744,2049723069,Morning Run,2018-12-21T10:07:23Z,Run,3178.5,1004,1004,59.6,"[-26.08709, 28.012922]",garmin_push_3265045257
745,2049723023,Evening Run,2018-12-20T18:26:27Z,Run,4084.7,1331,1359,62.2,"[-26.103087, 27.962871]",garmin_push_3265045188
746,2049722972,Evening Run,2018-12-19T18:24:06Z,Run,3029.5,917,932,23.6,"[-26.103346, 27.96323]",garmin_push_3265045109
747,2049722932,Morning Run,2018-12-08T09:23:01Z,Run,4273.0,1337,1362,86.3,"[-26.05097, 28.008534]",garmin_push_3265045036
748,1972348805,Evening Run,2018-11-18T18:36:51Z,Run,3683.3,1023,1023,33.9,"[-25.7594, 28.245078]",garmin_push_3170174891
749,1970036977,Evening Run,2018-11-17T18:07:11Z,Run,4213.3,1223,1246,38.0,"[-25.759388, 28.244997]",garmin_push_3167496225
750,1966321046,Evening Run,2018-11-15T18:01:31Z,Run,4033.8,1177,1181,45.2,"[-25.759332, 28.245136]",garmin_push_3163106518
751,1962567770,Evening Run,2018-11-13T18:16:51Z,Run,5250.2,1693,1693,49.9,"[-25.75939, 28.245134]",garmin_push_3158674686
752,1962567567,Evening Run,2018-11-12T18:12:16Z,Run,4009.2,1252,1259,35.1,"[-25.759405, 28.245184]",garmin_push_3158674436
753,1962569747,Afternoon Run,2018-11-01T17:53:44Z,Run,3628.4,1235,1263,41.6,"[-25.75944, 28.245011]",garmin_push_3158674237
754,1962569530,Afternoon Run,2018-10-29T17:58:05Z,Run,3796.6,1207,1226,42.3,"[-25.759427, 28.245052]",garmin_push_3158674027
755,1899315287,Morning Run,2018-10-12T06:52:53Z,Run,6235.4,2195,2306,61.1,"[-25.759391, 28.245069]",garmin_push_3082852403
756,1896269606,Afternoon Run,2018-10-10T16:58:19Z,Run,5010.9,1701,1780,38.1,"[-25.759431, 28.245104]",garmin_push_3079188587
757,1893233779,Morning Run,2018-10-09T06:55:22Z,Run,4387.4,1504,1511,44.7,"[-25.759476, 28.244969]",8C439B89-A178-4CEE-A695-96D4721F02E9
758,1833639725,Morning Run,2018-09-11T07:41:15Z,Run,4056.3,1313,1319,36.7,"[-25.759438, 28.245128]",garmin_push_3005184818
759,1833572058,Morning Run,2018-09-10T08:17:47Z,Run,3173.3,1062,1062,26.4,"[-25.759292, 28.245179]",garmin_push_3005102868
760,1833571998,Afternoon Run,2018-09-04T17:36:08Z,Run,3800.1,1219,1239,37.6,"[-25.759451, 28.244964]",garmin_push_3005102773
761,1786597480,Morning Run,2018-08-21T06:59:02Z,Run,3616.7,1176,1202,39.3,"[-25.759485, 28.245131]",garmin_push_2949781580
762,1785375497,Afternoon Run,2018-08-20T17:14:55Z,Run,3595.4,1108,1123,31.3,"[-25.759506, 28.24507]",garmin_push_2948342768
763,1641328822,Morning Run,2018-06-16T09:35:27Z,Run,7174.9,2283,2367,125.7,"[-26.103007, 27.962907]",garmin_push_2780219732
764,1633864147,Afternoon Run,2018-06-12T16:13:41Z,Run,5771.2,1800,1810,109.1,"[-26.103223, 27.963261]",garmin_push_2771508749
765,1631847849,Afternoon Run,2018-06-11T17:01:50Z,Run,3817.3,1210,1227,57.4,"[-26.103143, 27.96349]",garmin_push_2769136910
766,1612392291,Afternoon Run,2018-06-02T17:27:35Z,Run,3888.5,1123,1123,37.2,"[-25.759517, 28.245101]",garmin_push_2746221362
767,1605250382,Morning Run,2018-05-30T08:45:10Z,Run,5233.5,1547,1626,42.1,"[-25.759595, 28.245048]",garmin_push_2737839788
768,1603882169,Afternoon Run,2018-05-29T17:39:46Z,Run,5409.7,1533,1548,50.2,"[-25.759499, 28.245093]",garmin_push_2736299660
769,1601867783,Evening Run,2018-05-28T18:12:37Z,Run,1315.6,381,381,14.6,"[-25.75956, 28.245015]",garmin_push_2733892211
770,1601867662,Afternoon Run,2018-05-28T17:25:06Z,Run,2353.4,635,647,18.6,"[-25.753386, 28.249425]",garmin_push_2733892056
771,1596369808,Morning Run,2018-05-26T09:09:03Z,Run,6922.4,3107,3278,39.9,"[-26.114646, 28.019007]",stripped_health_data_18876384_1527323335.gpx
772,1586621314,Afternoon Run,2018-05-21T15:39:16Z,Run,6413.0,1991,2049,61.1,"[-25.759457, 28.245098]",garmin_push_2716055488
773,1586621357,Evening Run,2018-05-17T18:36:37Z,Run,4285.8,1321,1321,32.7,"[-25.759558, 28.245029]",garmin_push_2716055141
774,1586621216,Morning Run,2018-03-09T08:30:02Z,Run,4001.8,1341,1391,60.7,"[-26.103049, 27.962818]",garmin_push_2716054896
775,1431528977,Evening Run,2018-03-01T18:46:22Z,Run,5003.8,1638,1647,44.0,"[-25.759829, 28.245026]",garmin_push_2528461400
776,1393120734,Evening Run,2018-02-05T19:37:51Z,Run,4375.2,1370,1370,38.6,"[-25.759603, 28.245014]",garmin_push_2480134927
777,1364149065,Morning Run,2018-01-19T07:47:47Z,Run,3052.9,876,923,23.5,"[-26.103056, 27.962881]",garmin_push_2443608314
778,1364130931,Afternoon Run,2018-01-18T17:59:31Z,Run,3006.8,892,895,23.5,"[-26.103114, 27.963331]",garmin_push_2443582665
779,1339949267,Morning Run,2018-01-04T05:39:49Z,Run,10016.3,3202,3674,174.3,"[-29.488372, 31.251346]",garmin_push_2413183927
780,1339939655,Evening Run,2018-01-03T18:57:25Z,Run,2473.1,857,903,38.9,"[-29.488551, 31.251245]",garmin_push_2413171444
781,1339939501,Evening Run,2018-01-02T18:12:38Z,Run,4474.7,1432,1495,82.6,"[-29.488483, 31.251288]",garmin_push_2413171268
782,1339939593,Morning Run,2017-12-29T07:59:28Z,Run,6003.7,2186,2196,68.0,"[-33.654115, 26.736018]",garmin_push_2413171024
783,1325095457,Morning Run,2017-12-24T09:49:15Z,Run,6334.2,1983,2000,86.3,"[-26.103007, 27.962842]",garmin_push_2393851943
784,1325095750,Afternoon Run,2017-12-21T15:22:54Z,Run,89.3,93,28145,44.3,"[-29.841317, 29.234005]",10A6F3E1-A39B-4334-9E41-46CC6F67534E
785,1318507359,Hike ,2017-12-18T16:36:40Z,Run,5140.8,4261,4587,397.9,"[-29.849681, 29.234081]",0AF61585-2291-472E-9AED-BDF25048B4F0
786,1316806827,Drakensberg Hike ,2017-12-17T09:34:54Z,Run,5081.8,3114,6230,342.0,"[-29.852483, 29.230377]",garmin_push_2383516424
787,1315851604,Short Hike ,2017-12-16T14:50:21Z,Run,1872.0,1877,2068,191.4,"[-29.847279, 29.235056]",DFAFE680-8729-429F-BA2B-484AD9B6D9FB
788,1310528851,Evening Run,2017-12-11T18:36:09Z,Run,5428.2,1536,3323,44.7,"[-33.818231, 18.475793]",garmin_push_2375584441
789,1310527606,Lions Head Hike ,2017-12-06T15:52:47Z,Run,1497.5,1517,3853,225.9,"[-33.935078, 18.389089]",garmin_push_2375584187
790,1293640338,Morning Run,2017-11-28T09:07:01Z,Run,5644.1,1745,1756,91.4,"[-26.103046, 27.962939]",garmin_push_2354394560
791,1293640146,Morning Run,2017-11-27T10:09:16Z,Run,3962.1,1200,1213,59.0,"[-26.103037, 27.962882]",garmin_push_2354394408
792,1293638282,Morning Activity,2017-11-19T07:12:37Z,Workout,93762.0,15940,16494,1487.3,"[-25.967669, 28.024746]",garmin_push_2354394306
793,1278033063,Afternoon Activity,2017-11-16T17:11:23Z,Workout,3660.4,1085,1085,40.9,"[-25.759557, 28.245138]",garmin_push_2335220984
794,1271445087,Morning Run,2017-11-12T04:03:42Z,Run,20472.5,7413,8998,346.3,"[-25.75891, 28.245727]",garmin_push_2327343885
795,1268179294,Evening Run,2017-11-09T18:21:14Z,Run,13090.9,3875,4073,123.1,"[-25.759439, 28.245189]",garmin_push_2323336604
796,1264023248,Evening Run,2017-11-06T18:44:08Z,Run,5590.3,1596,1607,54.9,"[-25.759468, 28.24514]",garmin_push_2306743662
797,1260943297,Afternoon Run,2017-11-04T17:00:42Z,Run,10297.0,3295,3326,90.3,"[-25.75947, 28.245071]",garmin_push_2286814272
798,1259583131,Evening Run,2017-11-03T19:40:38Z,Run,4033.0,1135,1135,48.0,"[-25.759431, 28.245074]",garmin_push_2277799940
799,1257930937,Afternoon Run,2017-11-02T16:28:40Z,Run,3359.2,920,926,37.6,"[-25.759303, 28.245101]",garmin_push_2267143809
800,1246650739,Evening Run,2017-10-25T19:20:03Z,Run,10721.4,3925,3988,97.1,"[-25.759412, 28.245053]",garmin_push_2192045480
801,1237743260,Afternoon Run,2017-10-19T17:52:06Z,Run,7518.7,2472,2472,81.3,"[-25.759496, 28.245087]",garmin_push_2142605388
802,1236453808,Evening Run,2017-10-18T19:28:53Z,Run,6775.3,2318,2366,72.8,"[-25.759462, 28.245085]",garmin_push_2136357163
803,1236454792,Evening Run,2017-10-16T18:05:20Z,Run,6090.9,2031,2050,53.7,"[-25.759257, 28.245119]",garmin_push_2136356748
804,1224355748,Afternoon Run,2017-10-10T17:00:28Z,Run,4806.9,1471,1471,43.5,"[-25.759403, 28.245014]",garmin_push_2083140121
805,1224355543,Afternoon Run,2017-10-09T17:11:11Z,Run,3669.8,1091,1091,45.8,"[-25.759411, 28.244991]",garmin_push_2083139902
806,1224355215,Morning Run,2017-09-11T08:47:44Z,Run,3137.7,990,990,31.3,"[-25.759247, 28.245177]",garmin_push_2083139496
807,1224355006,Afternoon Run,2017-09-06T17:14:46Z,Run,4432.3,1354,1354,38.4,"[-25.75942, 28.245035]",garmin_push_2083139301
808,1161635445,Evening Run,2017-08-31T18:37:06Z,Run,5072.1,1597,1600,49.8,"[-25.759366, 28.245049]",garmin_push_1950293567
809,1146294576,Afternoon Run,2017-08-22T15:55:21Z,Run,3691.3,1121,1121,47.1,"[-25.759348, 28.245123]",garmin_push_1931746840
810,1145426460,Afternoon Run,2017-08-21T17:54:00Z,Run,3720.9,1137,1137,47.7,"[-25.759367, 28.245035]",garmin_push_1930699143
811,1089552552,Afternoon Run,2017-07-18T15:56:12Z,Run,5039.3,1417,1417,53.9,"[-25.759475, 28.245057]",garmin_push_1861780999
812,1085847034,Lunch Run,2017-07-16T11:24:16Z,Run,6545.9,1970,1970,119.5,"[-26.103077, 27.963353]",garmin_push_1857255244
813,1085846653,Afternoon Run,2017-07-15T14:22:51Z,Run,3029.8,1467,1556,26.4,"[-26.103158, 27.963219]",garmin_push_1857254889
814,1083994179,Morning Run,2017-07-15T10:01:45Z,Run,6007.1,1906,1906,135.5,"[-26.103054, 27.962773]",garmin_push_1855018478
815,1082676334,Morning Run,2017-07-14T09:39:43Z,Run,5638.4,1681,1701,83.6,"[-26.103244, 27.963266]",garmin_push_1853373331
816,1056402527,Afternoon Run,2017-06-27T13:47:10Z,Run,2528.9,750,750,47.9,"[-26.103102, 27.96297]",039B7FDF-CAD9-4664-A9AB-32BB7220E8B8
817,1065528753,Afternoon Run,2017-06-27T13:36:53Z,Run,1844.0,523,523,9.7,"[-26.091799, 27.972717]",garmin_push_1832830165
818,1053114802,Lunch Run,2017-06-25T12:40:22Z,Run,6006.7,1796,1796,106.7,"[-26.103055, 27.962949]",garmin_push_1817640233
819,1034823362,Afternoon Run,2017-06-13T16:43:19Z,Run,5980.7,1726,1732,61.9,"[-25.759316, 28.245109]",garmin_push_1795261674
820,1032836682,Morning Run,2017-06-12T09:40:07Z,Run,3027.0,786,786,22.8,"[-25.759368, 28.245315]",garmin_push_1792740832
821,1026363808,Afternoon Run,2017-06-07T16:58:57Z,Run,4163.9,1222,1222,32.1,"[-25.759232, 28.24509]",garmin_push_1784698612
822,1024133919,Afternoon Run,2017-06-05T16:57:59Z,Run,5587.9,1732,1732,54.9,"[-25.759372, 28.24504]",garmin_push_1782062647
823,1013029028,Afternoon Run,2017-05-30T16:44:49Z,Run,3007.2,802,802,23.2,"[-25.759381, 28.24505]",garmin_push_1768289458
824,1011271898,Afternoon Run,2017-05-29T14:49:39Z,Run,7544.6,2177,2177,72.2,"[-25.759245, 28.245063]",garmin_push_1765979903
825,1003573437,Afternoon Run,2017-05-24T16:51:33Z,Run,5522.9,1683,1711,35.3,"[-25.759194, 28.245118]",garmin_push_1756194797
826,1001905739,Afternoon Run,2017-05-23T17:13:01Z,Run,5451.7,1591,1591,43.1,"[-25.759323, 28.245041]",garmin_push_1754200474
827,992719411,Evening Run,2017-05-17T19:23:32Z,Run,1714.7,473,473,20.5,"[-25.759248, 28.245055]",garmin_push_1739080682
828,992719222,Evening Run,2017-05-17T18:12:52Z,Run,1529.5,448,448,0.0,"[-25.74982, 28.24847]",garmin_push_1739080543
829,978270816,Afternoon Run,2017-05-09T16:52:35Z,Run,3631.0,1051,1051,35.2,"[-25.759229, 28.245105]",garmin_push_1723784760
830,977619761,Morning Run,2017-05-09T07:05:58Z,Run,1001.7,1148,1148,0,[],garmin_push_1722994255
831,976825155,Afternoon Run,2017-05-08T16:50:04Z,Run,4655.8,1333,1360,29.9,"[-25.759014, 28.245377]",garmin_push_1721994461
832,972170387,Afternoon Run,2017-05-05T17:13:34Z,Run,738.2,2224,2224,0,[],garmin_push_1716020190
833,971465096,Afternoon Run,2017-05-03T17:39:23Z,Run,3693.5,1074,1074,35.2,"[-25.759188, 28.245087]",garmin_push_1712477137
834,958430006,Morning Run,2017-04-26T06:27:42Z,Run,3207.3,907,907,21.5,"[-25.759194, 28.245084]",E7EF69CC-8E79-44B5-845F-6CDE836254EF
835,957629279,Afternoon Run,2017-04-25T17:36:43Z,Run,3778.1,1123,1123,36.1,"[-25.759425, 28.245046]",38775932-CF11-4A42-99B0-9787CFB8E575
836,949123677,Evening Run,2017-04-19T18:28:32Z,Run,3214.3,980,1181,21.5,"[-25.759319, 28.245061]",819FBAAD-AF7A-4B76-9EA8-5DD7060D4AE8
837,937247999,Morning Run,2017-04-11T09:49:23Z,Run,5205.4,1713,1739,66.0,"[-26.103369, 27.963188]",F281A1FE-B855-41B1-B05A-ABA967095389
838,910116300,Afternoon Run,2017-03-22T16:39:10Z,Run,5479.1,1837,1961,56.4,"[-25.757675, 28.244134]",303A2042-4C62-4648-B3A5-E612CDA2A004
839,902505954,Afternoon Run,2017-03-16T17:10:22Z,Run,8116.9,2692,2880,62.4,"[-25.759469, 28.244981]",31E6CB30-2D92-4F8F-A1BA-A6D3F57BB6D5
840,900029490,Night Run,2017-03-14T18:34:46Z,Run,7254.3,2493,2573,71.0,"[-25.759735, 28.246234]",35E9A9B5-E88A-465C-AA76-745EF6B3478A
841,874645283,Evening Run,2017-02-21T18:03:40Z,Run,3803.0,1218,1267,30.0,"[-25.759709, 28.246106]",BE7F9F10-E914-4BA2-AE9A-20FDEB2FA709
842,873723036,Night Run,2017-02-20T21:23:34Z,Run,3843.8,1257,1359,30.0,"[-25.759579, 28.245861]",8831598F-2D07-4359-A2B8-F5EE71288AF1
843,865737497,Morning Run,2017-02-14T09:18:14Z,Run,3698.3,1132,1161,25.6,"[-25.758873, 28.245603]",9BF3B56E-58F5-4FE4-9818-312C00F12C86
